Jurisdiction,Office,Candidate Name,Affiliation,Financial Agent Name,Source Page,Result,Elected,Result Source,Notes
Cariboo Regional District,Electoral Area Director,Heloise Dixon-Warren,,Heloise Dixon-Warren,20,,,,
Cariboo Regional District,Electoral Area Director,Mary Forbes,,Mary Forbes,20,,,,
Cariboo Regional District,Electoral Area Director,Steve Forseth,,Steve Forseth,20,,,,
Cariboo Regional District,Electoral Area Director,Corey Gilmore,,Corey Gilmore,20,,,,
Cariboo Regional District,Electoral Area Director,Jim Glassford,,Wendy Falloon,20,,,,
Cariboo Regional District,Electoral Area Director,Roz Griston,,Roz Griston,20,,,,
Cariboo Regional District,Electoral Area Director,John Kellett,,John Kellett,20,,,,
Cariboo Regional District,Electoral Area Director,Maureen LeBourdais,,Maureen LeBourdais,20,,,,
Cariboo Regional District,Electoral Area Director,John Massier,,John Massier,20,,,,
Cariboo Regional District,Electoral Area Director,Bo McKinney,,Bo McKinney,20,,,,
Cariboo Regional District,Electoral Area Director,Jake McLean,,Jake McLean,20,,,,
Cariboo Regional District,Electoral Area Director,Robert Merz,,Robert Merz,20,,,,
Cariboo Regional District,Electoral Area Director,Melynda Neufeld,,Melynda Neufeld,20,,,,
Cariboo Regional District,Electoral Area Director,Tolin Pare,,Tolin Pare,20,,,,
Cariboo Regional District,Electoral Area Director,Dan Parker,,Dan Parker,20,,,,
Cariboo Regional District,Electoral Area Director,Al Richmond,,Klaus Fahrentholz,20,,,,
Cariboo Regional District,Electoral Area Director,Michele Spence,,Michele Spence,20,,,,
Cariboo Regional District,Electoral Area Director,Margo Wagner,,Margo Wagner,21,,,,
Castlegar,Councillor,Darcy Bell,,Amy Bell,21,,,,
Castlegar,Councillor,Sandy Bojechko,,Sandy Bojechko,21,,,,
Castlegar,Councillor,Chance Boruck,,Holly Clark,21,,,,
Castlegar,Councillor,Shirley Falstead,,Shirley Falstead,21,,,,
Castlegar,Councillor,Heather Fancy,,Heather Fancy,21,,,,
Castlegar,Councillor,Miguel Godau,,Miguel Godau,21,,,,
Castlegar,Councillor,Cherryl MacLeod,,Cherryl MacLeod,21,,,,
Castlegar,Councillor,Gordon Malcolm,,Gordon Malcolm,21,,,,
Castlegar,Councillor,Merrick Zemp,,Merrick Zemp,21,,,,
Castlegar,Mayor,Brian Bogle,,Brian Bogle,21,,,,
Castlegar,Mayor,Donald Pharand,,Donald Pharand,21,,,,
Castlegar,Mayor,Sue Heaton-Sherstobitoff,,Sue Heaton-Sherstobitoff,21,,,,
Central Coast Regional District,Electoral Area Director,Dan Bertrand,,Dan Bertrand,21,,,,
Central Coast Regional District,Electoral Area Director,Stephen Emery,,Stephen Emery,21,,,,
Central Coast Regional District,Electoral Area Director,Dawn Hall,,Dawn Hall,21,,,,
Central Coast Regional District,Electoral Area Director,Richard Hall,,Richard Hall,21,,,,
Central Coast Regional District,Electoral Area Director,Travis Hall,,Travis Hall,21,,,,
Central Coast Regional District,Electoral Area Director,Ryan Levesque,,Ryan Levesque,22,,,,
Central Coast Regional District,Electoral Area Director,Kelly Nestegard,,Kelly Nestegard,22,,,,
Central Coast Regional District,Electoral Area Director,Garrett Newkirk,,Garrett Newkirk,22,,,,
Central Coast Regional District,Electoral Area Director,Rita Svisdahl,,Rita Svisdahl,22,,,,
Central Coast School District,Board of Education Trustee,Crystal Anderson,,Crystal Anderson,22,,,,
Central Coast School District,Board of Education Trustee,Dan Bertrand,,Dan Bertrand,22,,,,
Central Coast School District,Board of Education Trustee,Marisa Blewett,,Marisa Blewett,22,,,,
Central Coast School District,Board of Education Trustee,Dylan Coburn,,Dylan Coburn,22,,,,
Central Coast School District,Board of Education Trustee,Christina Hoppe,,Christina Hoppe,22,,,,
Central Coast School District,Board of Education Trustee,Evangeline Xanius,,Evangeline Xanius,22,,,,
Central Kootenay Regional District,Electoral Area Director,Bart Agate,,Bart Agate,22,,,,
Central Kootenay Regional District,Electoral Area Director,Anna Bundschuh,,Anna Bundschuh,22,,,,
Central Kootenay Regional District,Electoral Area Director,Susan Chew,,Susan Chew,22,,,,
Central Kootenay Regional District,Electoral Area Director,Forrest Demman,,Forrest Demman,22,,,,
Central Kootenay Regional District,Electoral Area Director,Erin Fitchett,,Erin Fitchett,22,,,,
Central Kootenay Regional District,Electoral Area Director,Jae Hamilton,,Jae Hamilton,22,,,,
Central Kootenay Regional District,Electoral Area Director,Henny Hanegraaf,,Henny Hanegraaf,22,,,,
Central Kootenay Regional District,Electoral Area Director,Garry Jackman,,Lisa Jackman,22,,,,
Central Kootenay Regional District,Electoral Area Director,Tina Knooihuizen,,Tina Knooihuizen,23,,,,
Central Kootenay Regional District,Electoral Area Director,Mike Martell,,Mike Martell,23,,,,
Central Kootenay Regional District,Electoral Area Director,Thomas Newell,,Thomas Newell,23,,,,
Central Kootenay Regional District,Electoral Area Director,Will Parker,,Will Parker,23,,,,
Central Kootenay Regional District,Electoral Area Director,Chris Popoff,,Chris Popoff,23,,,,
Central Kootenay Regional District,Electoral Area Director,Nathan Rushforth,,Nathan Rushforth,23,,,,
Central Kootenay Regional District,Electoral Area Director,Kevin Shaw,,Kevin Shaw,23,,,,
Central Kootenay Regional District,Electoral Area Director,Roger Tierney,,Roger Tierney,23,,,,
Central Kootenay Regional District,Electoral Area Director,Danny Turner,,Mel Joy,23,,,,
Central Kootenay Regional District,Electoral Area Director,Kelly Vandenberghe,,Kelly Vandenberghe,23,,,,
Central Kootenay Regional District,Electoral Area Director,Landon Veregin,,Landon Veregin,23,,,,
Central Kootenay Regional District,Electoral Area Director,Aimee Watson,,Russel Precious,23,,,,
Central Kootenay Regional District,Electoral Area Director,Teresa Weatherhead,,Teresa Weatherhead,23,,,,
Central Kootenay Regional District,Electoral Area Director,Gordon Zaitsoff,,Gordon Zaitsoff,23,,,,
Central Okanagan Regional District,Electoral Area Director,Wayne Carson,,Jaimie Rohatyn,23,,,,
Central Okanagan Regional District,Electoral Area Director,Ron Dewhurst,,Ron Dewhurst,23,,,,
Central Okanagan Regional District,Electoral Area Director,Steven Gilroy,,Steven Gilroy,23,,,,
Central Okanagan Regional District,Electoral Area Director,Kevin Kraft,,Kevin Kraft,23,,,,
Central Okanagan Regional District,Electoral Area Director,Christine Leguilloux,,Christine Leguilloux,24,,,,
Central Okanagan School District,Board of Education Trustee,Joyce Brinkerhoff,,Joyce Brinkerhoff,24,,,,
Central Okanagan School District,Board of Education Trustee,Deb Dickerson-Pogue,,Deb Dickerson-Pogue,24,,,,
Central Okanagan School District,Board of Education Trustee,Richard Gauthier,,Richard Gauthier,24,,,,
Central Okanagan School District,Board of Education Trustee,Lisa Guderyan,,Lisa Guderyan,24,,,,
Central Okanagan School District,Board of Education Trustee,Val Johnson,,Heather Wheating,24,,,,
Central Okanagan School District,Board of Education Trustee,Ethel Lariviere,,Randy Lariviere,24,,,,
Central Okanagan School District,Board of Education Trustee,Jennifer Miles (Withdrawn),,Jennifer Miles,24,,,,
Central Okanagan School District,Board of Education Trustee,Samuel Robson,,Kyla Wright,24,,,,
Central Okanagan School District,Board of Education Trustee,Sean Sookochoff,,Sean Sookochoff,24,,,,
Central Okanagan School District,Board of Education Trustee,Jim Strachan,,Jim Strachan,24,,,,
Central Okanagan School District,Board of Education Trustee,Kasia Thesen,,Kasia Thesen,24,,,,
Central Okanagan School District,Board of Education Trustee,Wilbur Turner,,Wilbur Turner,24,,,,
Central Okanagan School District,Board of Education Trustee,Ashok Kumar Verma,,Ashok Kumar Verma,24,,,,
Central Saanich,Councillor,Rafael Fuentes,,Rafael Fuentes,24,,,,
Central Saanich,Councillor,Christopher Graham,,Christopher Graham,24,,,,
Central Saanich,Councillor,David Lawson,Sustain OUR Central Saanich,David Lawson,24,,,,
Central Saanich,Councillor,Ben Michell,,Ben Michell,24,,,,
Central Saanich,Councillor,Sarah Riddell,,Kathryn Clinton,25,,,,
Central Saanich,Councillor,Anny Scoones,Sustain OUR Central Saanich,Anny Scoones,25,,,,
Central Saanich,Councillor,Lori Shaw,,Lori Shaw,25,,,,
Central Saanich,Councillor,Bob Thompson,,Bob Thompson,25,,,,
Central Saanich,Councillor,Susan Zedel,Sustain OUR Central Saanich,Susan Zedel,25,,,,
Central Saanich,Councillor,Kathleen Zimmerman,Sustain OUR Central Saanich,Kathleen Zimmerman,25,,,,
Central Saanich,Mayor,Zeb King,,Ed Johnson,25,,,,
Central Saanich,Mayor,Pat Bryant,,Ondine Easson,25,,,,
Chase,Councillor,Keith Anderson,,Keith Anderson,25,,,,
Chase,Councillor,Colin Connett,,Colin Connett,25,,,,
Chase,Councillor,Brock Endean,,Brock Endean,25,,,,
Chase,Councillor,Jane Herman,,Jane Herman,25,,,,
Chase,Councillor,Dan Stevens,,Dan Stevens,25,,,,
Chase,Councillor,Sandra Welton,,Sandra Welton,25,,,,
Chase,Mayor,Tristan Cavers,,Tristan Cavers,25,,,,
Chase,Mayor,David Lepsoe,,David Lepsoe,25,,,,
Chase,Mayor,Carson Trowsse,,Carson Trowsse,25,,,,
Chase,Mayor,Tanya Wilson,,Tanya Wilson,25,,,,
Chetwynd,Councillor,Mel Deck,,Mel Deck,26,,,,
Chetwynd,Councillor,Kiefer Kroeker,,Kiefer Kroeker,26,,,,
Chetwynd,Councillor,Kayla MacDonald,,Kayla MacDonald,26,,,,
Chetwynd,Councillor,Julia Nelson,,Julia Nelson,26,,,,
Chetwynd,Councillor,Brian Robinson,,Brian Robinson,26,,,,
Chetwynd,Councillor,Andrea Smith,,Andrea Smith,26,,,,
Chetwynd,Mayor,Allen Courtoreille,,Allen Courtoreille,26,,,,
Chilliwack,Councillor,Sue Attrill-Knott,,Mike Olson,26,,,,
Chilliwack,Councillor,Kevin Baarda,,Kevin Baarda,26,,,,
Chilliwack,Councillor,Danielle Beausoleil,,Ron Sturm,26,,,,
Chilliwack,Councillor,Darren Blakeborough,,Kelly-Jo Blakeborough,26,,,,
Chilliwack,Councillor,Brent Bowker,,Brent Bowker,26,,,,
Chilliwack,Councillor,Nilsana Charkhandeh,,Nilsana Charkhandeh,26,,,,
Chilliwack,Councillor,Steve Czeck,,James Layzell,26,,,,
Chilliwack,Councillor,Steve Just,,Steve Just,26,,,,
Chilliwack,Councillor,Leanna Kemp,,Candice Lamotte,26,,,,
Chilliwack,Councillor,Zeeshan Khan,,Salman Ranjha,26,,,,
Chilliwack,Councillor,Chris Kloot,,Chris Kloot,26,,,,
Chilliwack,Councillor,Trevor McDonald,,Jason Laynes,27,,,,
Chilliwack,Councillor,Daryl Moniz,,Daryl Moniz,27,,,,
Chilliwack,Councillor,Lisa Morry,,Maria Regeza Panganiban,27,,,,
Chilliwack,Councillor,Jared Mumford,,Jared Mumford,27,,,,
Chilliwack,Councillor,Raylene Mumford,,Raylene Mumford,27,,,,
Chilliwack,Councillor,Ghazaleh Nozamani,,Kirsten Werning,27,,,,
Chilliwack,Councillor,Nicole Huitema Read,,Carmen Ford,27,,,,
Chilliwack,Councillor,Luke Zandberg,,Joanne Reid,27,,,,
Chilliwack,Mayor,Jason Lum,,Jason Lum,27,,,,
Chilliwack,Mayor,Gary Raddysh,,Gary Raddysh,27,,,,
Chilliwack,Mayor,Martina Rosini,Conservative,David Denhoff,27,,,,
Chilliwack,Mayor,Farooque Syed,,Farooque Syed,27,,,,
Chilliwack School District,Board of Education Trustee,Katie Bartel,,Katie Bartel,27,,,,
Chilliwack School District,Board of Education Trustee,Barbara Bednarski,,Barbara Bednarski,27,,,,
Chilliwack School District,Board of Education Trustee,Brooke Bouwsema-Cardinal,,Brooke Bouwsema-Cardinal,27,,,,
Chilliwack School District,Board of Education Trustee,Michael Carter,,Michael Carter,27,,,,
Chilliwack School District,Board of Education Trustee,Marina Garmon,,Marina Garmon,27,,,,
Chilliwack School District,Board of Education Trustee,Hugh Hamilton,,Hugh Hamilton,27,,,,
Chilliwack School District,Board of Education Trustee,Paul Henderson,,Paul Henderson,28,,,,
Chilliwack School District,Board of Education Trustee,Sadie Hesketh,,Sadie Hesketh,28,,,,
Chilliwack School District,Board of Education Trustee,Leah Kelley,,Michelle Kelley,28,,,,
Chilliwack School District,Board of Education Trustee,Christine Kruger,,Christine Kruger,28,,,,
Chilliwack School District,Board of Education Trustee,Sudakar Meganathan,,Sudakar Meganathan,28,,,,
Chilliwack School District,Board of Education Trustee,Cary Moore,,Cary Moore,28,,,,
Chilliwack School District,Board of Education Trustee,Darren Ollinger,,Darren Ollinger,28,,,,
Chilliwack School District,Board of Education Trustee,Hayden Rampton,,Hayden Rampton,28,,,,
Chilliwack School District,Board of Education Trustee,Willow Reichelt,,Willow Reichelt,28,,,,
Chilliwack School District,Board of Education Trustee,Margaret Reid,,Margaret Reid,28,,,,
Chilliwack School District,Board of Education Trustee,David Swankey,,David Swankey,28,,,,
Chilliwack School District,Board of Education Trustee,Brian Vangarderen,,Brian Vangarderen,28,,,,
Clearwater,Councillor,Abiye Amabeoku,,Abiye Amabeoku,28,,,,
Clearwater,Councillor,Theresa Braaten,,Theresa Braaten,28,,,,
Clearwater,Councillor,Brent Buck,,Tracy Buck,28,,,,
Clearwater,Councillor,Taylor Drescher,,Taylor Drescher,28,,,,
Clearwater,Councillor,Bill Haring,,Bill Haring,28,,,,
Clearwater,Councillor,Michael Krish-Penny,,Michael Krish-Penny,28,,,,
Clearwater,Councillor,Ben Louwerse,,Ben Louwerse,29,,,,
Clearwater,Councillor,Lyle Mackenzie,,Lyle Mackenzie,29,,,,
Clearwater,Councillor,Ken Matheson,,Ken Matheson,29,,,,
Clearwater,Councillor,Sylvain Menard,,Sylvain Menard,29,,,,
Clearwater,Mayor,Merlin Blackwell,,Merlin Blackwell,29,,,,
Clearwater,Mayor,Shelley Sim,,Shelley Sim,29,,,,
Clinton,Councillor,Sandi Burrage,,Sandi Burrage,29,,,,
Clinton,Councillor,Nicholas Kosovic,,Nicholas Kosovic,29,,,,
Clinton,Councillor,Jessica Lawrence,,Jessica Lawrence,29,,,,
Clinton,Councillor,Darrell Schapansky,,Darrell Schapansky,29,,,,
Clinton,Mayor,Roland Stanke,,Bonnie Stanke,29,,,,
Coast Mountains School District,Board of Education Trustee,Lakota Brown-Turcotte,,Lakota Brown-Turcotte,29,,,,
Coast Mountains School District,Board of Education Trustee,Alison Campbell,,Alison Campbell,29,,,,
Coast Mountains School District,Board of Education Trustee,Beverley Clifton Percival,,Beverley Clifton Percival,29,,,,
Coast Mountains School District,Board of Education Trustee,Andrew Czornohalan,,Andrew Czornohalan,29,,,,
Coast Mountains School District,Board of Education Trustee,Ed Harrison,,Ed Harrison,29,,,,
Coast Mountains School District,Board of Education Trustee,Bryana Jack,,Bryana Jack,29,,,,
Coast Mountains School District,Board of Education Trustee,Wayne Jones,,Wayne Jones,29,,,,
Coast Mountains School District,Board of Education Trustee,Karen Jonkman,,Karen Jonkman,30,,,,
Coast Mountains School District,Board of Education Trustee,Angie Maitland,,Angie Maitland,30,,,,
Coast Mountains School District,Board of Education Trustee,Michael Maxim,,Michael Maxim,30,,,,
Coast Mountains School District,Board of Education Trustee,Daniel McGuire,,Daniel McGuire,30,,,,
Coast Mountains School District,Board of Education Trustee,Troy Peters,,Troy Peters,30,,,,
Coast Mountains School District,Board of Education Trustee,Monica Simms,,Monica Simms,30,,,,
Coast Mountains School District,Board of Education Trustee,Margaret Warcup,,Margaret Warcup,30,,,,
Coldstream,Councillor,Doug Dirk,,Doug Dirk,30,,,,
Coldstream,Councillor,Kendall Eyford,,Kendall Eyford,30,,,,
Coldstream,Councillor,Jim Garlick,,Jim Garlick,30,,,,
Coldstream,Councillor,Stephanie Hoffman,,Stephanie Hoffman,30,,,,
Coldstream,Councillor,Edward Kendall,,Edward Kendall,30,,,,
Coldstream,Councillor,Dionne Lane,,Dionne Lane,30,,,,
Coldstream,Councillor,Jeremy Levy,,Jeremy Levy,30,,,,
Coldstream,Councillor,Scot McNair,,Scot McNair,30,,,,
Coldstream,Councillor,Christopher Moore,,Christopher Moore,30,,,,
Coldstream,Councillor,Josiah Pulst,,Josiah Pulst,30,,,,
Coldstream,Mayor,Carey Collinge,,Carey Collinge,30,,,,
Coldstream,Mayor,Ruth Hoyte,,Ruth Hoyte,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Melanie Beckett,,Melanie Beckett,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,John Bolt,,John Bolt,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,David Brooks-Hill,,David Brooks-Hill,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Mitch Campsall,,Mitch Campsall,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Karen Cathcart,,Karen Cathcart,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,John E. Flynn,,John E. Flynn,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Marty Gibbons,,Marty Gibbons,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Jon Kozuska,,Jon Kozuska,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Dennis Lapierre,,Dennis Lapierre,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Rhona Martin,,Rhona Martin,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Natalya Melnychuk,,Natalya Melnychuk,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Norman Nelson,,Sandra Nelson,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Maria Otting,,Maria Otting,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Jay Simpson,,Jay Simpson,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Shawn Smith,,Shawn Smith,31,,,,
Columbia Shuswap Regional District,Electoral Area Director,Emma Sutton,,Emma Sutton,31,,,,
Colwood,Councillor,Harold Bloomenthal,,Jennifer Alberts,31,,,,
Colwood,Councillor,Terrilynn Gee,,Terrilynn Gee,32,,,,
Colwood,Councillor,David Grove,,Gwendolyn Snyder,32,,,,
Colwood,Councillor,Kim Jordison,,Kim Jordison,32,,,,
Colwood,Councillor,Deborah Law,,Deborah Law,32,,,,
Colwood,Councillor,Misty Olsen,,Misty Olsen,32,,,,
Colwood,Councillor,Jennifer Parlee,,Jennifer Parlee,32,,,,
Colwood,Councillor,Eugene Tseng,,Eugene Tseng,32,,,,
Colwood,Councillor,Ian Ward,,Ian Ward,32,,,,
Colwood,Mayor,Cynthia Day,,Trevor Apperley,32,,,,
Colwood,Mayor,Doug Kobayashi,,Jim Capron,32,,,,
Colwood,Mayor,Rob Martin,,Rob Martin,32,,,,
Comox,Councillor,Steve Blacklock,,Steve Blacklock,32,,,,
Comox,Councillor,Lisa Bourgeois,,Lisa Bourgeois,32,,,,
Comox,Councillor,Vivian Chislett,,Vivian Chislett,32,,,,
Comox,Councillor,Ken Grant,,Angus Mumby,32,,,,
Comox,Councillor,Chris Haslett,,Kimberly Haslett,32,,,,
Comox,Councillor,Jonathan Kerr,,Jonathan Kerr,32,,,,
Comox,Councillor,Neil Ladell,,Neil Ladell,32,,,,
Comox,Councillor,Jenn Meilleur,,Jenn Meilleur,33,,,,
Comox,Councillor,Ruby Sidhu,,Ruby Sidhu,33,,,,
Comox,Councillor,Maureen Swift,,Ray Craig,33,,,,
Comox,Councillor,Jessica Wegg,,Jessica Wegg,33,,,,
Comox,Mayor,Nicole Minions,,Nicole Minions,33,,,,
Comox Valley Regional District,Electoral Area Director,Gillian Anderson,,Gillian Anderson,33,,,,
Comox Valley Regional District,Electoral Area Director,Daniel Arbour,,Daniel Arbour,33,,,,
Comox Valley Regional District,Electoral Area Director,Ariel Becherer,,Ariel Becherer,33,,,,
Comox Valley Regional District,Electoral Area Director,Arzeena Hamir,,Arzeena Hamir,33,,,,
Comox Valley Regional District,Electoral Area Director,Rich Hardy,,Lynn Nichol,33,,,,
Comox Valley Regional District,Electoral Area Director,Norm McPhail,,Curtis Scoville,33,,,,
Comox Valley School District,Board of Education Trustee,Shannon Aldinger,,Shannon Aldinger,33,,,,
Comox Valley School District,Board of Education Trustee,Nicole Bergot,,Nicole Bergot,33,,,,
Comox Valley School District,Board of Education Trustee,Janice Caton (Withdrawn),,Janice Caton,33,,,,
Comox Valley School District,Board of Education Trustee,Bruce Curtis,,Bruce Curtis,33,,,,
Comox Valley School District,Board of Education Trustee,Jennifer Fisher,,Jennifer Fisher,33,,,,
Comox Valley School District,Board of Education Trustee,Chelsea McCannel-Keene,,Chelsea McCannel-Keene,33,,,,
Comox Valley School District,Board of Education Trustee,Kendall Packham,,Kendall Packham,33,,,,
Comox Valley School District,Board of Education Trustee,Nat Raedwulf Pogue (Withdrawn),,David Macdonald,34,,,,
